0.399700,0.108333,0.136364,0.021475,0.224806,0.199944,0.870079,0.862205,0.523622,0.206608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.398199,0.152778,0.181818,0.021475,0.224806,0.196431,0.893701,0.846457,0.468504,0.208142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.394697,0.180556,0.196970,0.021475,0.220930,0.193059,0.913386,0.834646,0.433071,0.209815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.391696,0.225000,0.212121,0.021475,0.222222,0.189687,0.937008,0.842520,0.409449,0.211488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.387194,0.286111,0.196970,0.000000,0.223514,0.186314,0.952756,0.874016,0.425197,0.213300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.384692,0.358333,0.181818,0.000000,0.223514,0.182942,0.944882,0.917323,0.476378,0.215112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.382191,0.469444,0.151515,0.021475,0.218346,0.179711,0.897638,0.960630,0.582677,0.217064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.383692,0.658333,0.196970,0.030064,0.235142,0.176479,0.775591,0.988189,0.751969,0.219016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.388194,0.719444,0.242424,0.047960,0.246770,0.173247,0.708661,0.972441,0.807087,0.220131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.392196,0.738889,0.151515,0.068003,0.257106,0.170156,0.767717,0.964567,0.740157,0.216088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.393197,0.000000,0.015152,0.088762,0.259690,0.167065,0.854331,0.929134,0.614173,0.212045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.392196,0.175000,0.075758,0.109520,0.257106,0.163974,0.885827,0.901575,0.547244,0.208002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.390695,0.177778,0.106061,0.130279,0.253230,0.161023,0.893701,0.889764,0.523622,0.203959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.388694,0.183333,0.136364,0.151754,0.248062,0.157932,0.901575,0.870079,0.488189,0.199916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.386193,0.197222,0.196970,0.173228,0.241602,0.154981,0.921260,0.842520,0.433071,0.195873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
